34,63,39,11.78,1.04,5.32,42,63,39,9.17,1.08,4.51,44,63,38,8.78,1.7,5.14,48,63,38,9.18,1.26,4.58,48,63,41,9.72,1.52,5.27,40,63,39,9.92,1.15,4.73,51,63,40,10.68,1.67,5.57,48,63,39,8.72,2.58,5.46,42,63,37,9.08,1.48,5.18,43,63,39,10.56,1.15,5.84
33,64,40,10.24,1.49,5.35,42,64,40,8.71,1.02,4.46,44,64,39,8.88,1.62,5.16,48,64,39,9.67,1.19,4.63,47,64,42,10.18,1.53,5.18,40,64,40,9.42,1.09,4.73,51,64,41,11.09,1.59,5.5,48,64,40,9.23,1.51,5.47,42,64,38,8.62,1.53,5.12,43,64,40,9.79,1.03,5.57
33,65,41,10.09,2.22,5.17,42,65,41,9.02,1.92,4.42,44,65,40,9.39,1.54,5.1,48,65,40,10.14,1.13,4.52,47,65,43,9.67,1.45,5.1,40,65,41,8.95,1.1,4.71,51,65,42,10.54,1.51,5.47,47,65,40,9.72,1.43,5.51,42,65,39,8.69,1.45,5.02,42,65,41,10.25,1.94,5.48
33,66,42,9.59,2.2,5.08,42,66,42,8.57,1.21,4.31,44,66,41,9.2,1.28,4.95,48,66,41,10.48,1.08,4.41,46,66,44,9.89,1.38,5.03,39,66,42,8.5,1.1,4.73,50,66,43,10.01,2.23,5.45,46,66,41,9.23,1.65,5.5,42,66,40,8.73,1,4.88,42,66,42,8.79,1.34,5.18
33,67,43,9.11,1.45,4.97,42,67,43,8.42,1.68,4.28,44,67,42,9.42,1.39,4.9,48,67,42,9.96,1.02,4.29,45,67,46,10.34,1.24,4.9,39,67,43,8.08,1.04,4.62,50,67,44,9.51,1.17,5.37,46,67,42,8.77,1.57,5.39,42,67,41,8.64,1.9,4.89,41,67,43,9.3,1.27,5
33,68,44,8.65,1.38,4.78,41,68,45,8.95,1.59,4.43,43,68,43,8.95,1.32,4.86,48,68,43,9.46,1.11,4.37,44,68,47,10.77,1.4,5.08,38,68,44,7.87,1.67,4.64,49,68,45,9.04,1.56,5.41,46,68,43,8.84,1.49,5.27,42,68,42,8.21,1.76,4.69,41,68,44,8.84,1.21,4.75
32,69,44,8.22,1.29,4.8,40,69,46,9.45,1.51,4.52,43,69,44,9.45,1.62,5.01,48,69,44,9.51,1.06,4.27,43,69,48,10.24,2.03,5.26,38,69,45,8.42,1.79,4.85,49,69,46,9.4,1.48,5.49,45,69,44,9.35,1.49,5.21,42,69,43,8.75,1.54,4.64,41,69,45,9.32,1.15,4.47
33,70,30,7.81,3.63,5.46,42,70,34,9.93,3.19,5.17,43,70,33,9.55,4.13,5.65,49,70,31,9.7,2.72,5.21,45,70,31,9.38,4.22,5.71,40,70,29,8.95,3.72,5.4,51,70,30,9.61,4.65,5.92,46,70,31,8.16,4.22,5.69,42,70,31,8.31,3.83,5.33,43,70,31,9.8,2.82,5.18
33,71,31,7.74,3.45,5.48,42,71,35,10.38,2.31,5.2,43,71,34,9.07,3.8,5.66,49,71,32,10.16,2.59,5.28,45,71,32,8.91,3.38,5.53,40,71,30,8.5,3.6,5.35,51,71,31,9.19,3.54,5.72,46,71,32,8.49,3.8,5.72,42,71,32,8.84,2.73,5.32,43,71,32,10.26,2.22,5.1
33,72,32,8.13,2.66,5.49,42,72,36,10.81,2.14,5.26,43,72,35,9.22,3.56,5.68,49,72,33,9.65,2.46,5.35,45,72,33,8.46,2.66,5.36,40,72,31,8.08,3.42,5.32,51,72,32,9.48,3.09,5.64,46,72,33,8.97,3.27,5.43,42,72,33,9.35,2.59,5.07,43,72,33,9.75,1.16,5
33,73,33,8.59,1.58,5.36,42,73,37,11.22,2.03,5.2,43,73,36,8.76,3.34,5.66,49,73,34,9.43,2.63,5.45,45,73,34,8.75,1.58,5.2,40,73,32,8.35,3.25,5.29,51,73,33,9.96,2.94,5.41,46,73,34,8.85,2.43,5.22,42,73,34,9.83,2.43,4.91,43,73,34,9.26,1.1,4.86
33,74,34,8.34,1.5,5.18,42,74,38,11.61,1.93,5.28,43,74,37,9.27,2.27,5.62,49,74,35,8.99,2.5,5.35,43,74,36,8.99,2.31,5.25,40,74,33,8.88,3.12,5.38,51,74,34,10.41,2.22,5.33,46,74,35,9.11,2.14,5.12,42,74,35,8.39,2.34,4.87,43,74,35,9.75,1.05,4.68
33,75,35,8.88,1.42,5.15,42,75,39,11.03,1.83,5.33,43,75,38,8.81,1.2,5.5,49,75,36,8.54,2.37,5.2,43,75,37,9.5,1.79,5.12,40,75,34,9.23,2.97,5.37,51,75,35,10.84,2.11,5.19,46,75,36,8.66,1.08,4.95,42,75,36,8.92,2.22,4.85,42,75,36,9.26,1.33,4.64
33,76,36,9.38,1.35,5.12,42,76,40,10.48,1.74,5.29,42,76,40,8.29,2.8,5.32,49,76,37,8.12,2.25,5.21,41,76,39,9.97,1.14,5.16,40,76,35,9.72,1.91,5.39,51,76,36,11.25,2,5.08,45,76,37,8.42,1.04,4.91,42,76,37,9.43,2.11,4.97,42,76,37,8.8,1.26,4.45
33,77,37,9.86,1.28,5.1,42,77,41,9.95,2.02,5.27,42,77,41,8.18,2.34,5.23,49,77,38,8.43,1.4,5.07,38,77,41,9.63,1.08,5.46,40,77,36,10.18,1.81,5.36,51,77,37,9.74,1.9,5.03,44,77,38,8.95,1.19,4.99,42,77,38,8.96,1.81,4.9,42,77,38,9.31,1.2,4.55
